0, 8, pa1-debug-a-output1.txt
-203.7625, -211.58499999999998, -213.23124999999982
-201.30936191034885, -209.86310770468367, -88.26718636394303
-198.85622382069775, -208.14121540936736, 36.69687727211377
-200.56829534858113, -86.63855892587232, -215.01560410006076
-198.11515725893, -84.91666663055601, -90.05154046400396
-195.6620191692789, -83.19477433523971, 34.91252317205283
-197.37409069716227, 38.307882148255345, -216.7999582001217
-194.92095260751114, 40.029774443571654, -91.8358945640649
-192.46781451786, 41.75166673888796, 33.12816907199189
-78.82740016749507, -214.8133044826782, -215.63933637909062
-76.37426207784395, -213.0914121873619, -90.67527274303383
-73.92112398819282, -211.36951989204562, 34.28879089302296
-75.6331955160762, -89.86686340855054, -217.42369047915156
-73.18005742642507, -88.14497111323423, -92.45962684309477
-70.72691933677396, -86.42307881791794, 32.504436792962025
-72.43899086465734, 35.07957766557712, -219.2080445792125
-69.98585277500621, 36.80146996089343, -94.2439809431557
-67.5327146853551, 38.52336225620974, 30.720082692901087
46.10769966500985, -218.04160896535643, -218.04742275818143
48.56083775466098, -216.31971667004012, -93.08335912212465
51.013975844312085, -214.59782437472384, 31.88070451393216
49.301904316428704, -93.09516789122877, -219.83177685824236
51.75504240607984, -91.37327559591246, -94.86771322218559
54.20818049573097, -89.65138330059617, 30.09635041387122
52.49610896784759, 31.851273182898893, -221.6161309583033
54.949247057498724, 33.5731654782152, -96.65206732224652
57.40238514714986, 35.29505777353151, 28.311996313810283
-214.54656106442096, -209.39376566223356, -443.2460920351218
-216.32478201059553, -212.88704651793012, -318.30756747552164
-218.10300295677007, -216.38032737362664, -193.36904291592148
-216.76038637175702, -84.46131876128035, -439.7844899711769
-218.5386073179316, -87.95459961697689, -314.84596541157674
-220.31682826410614, -91.44788047267343, -189.90744085197656
-218.97421167909312, 40.47112813967286, -436.322887907232
-220.75243262526766, 36.9778472839763, -311.38436334763185
-222.53065357144223, 33.48456642827978, -186.44583878803166
-89.57881759525539, -207.23027306836283, -441.40696397512113
-91.35703854142994, -210.72355392405936, -316.46843941552095
-93.1352594876045, -214.2168347797559, -191.52991485592077
-91.79264290259147, -82.29782616740962, -437.9453619111762
-93.57086384876602, -85.79110702310616, -313.006837351576
-95.34908479494058, -89.2843878788027, -188.06831279197587
-94.00646820992753, 42.634620733543585, -434.4837598472313
-95.78468915610209, 39.14133987784703, -309.5452352876311
-97.56291010227665, 35.648059022150505, -184.60671072803092
35.38892587391018, -205.06678047449208, -439.5678359151204
33.61070492773561, -208.56006133018863, -314.62931135552026
31.83248398156107, -212.05334218588519, -189.69078679592008
33.175100566574116, -80.1343335735389, -436.1062338511755
31.396879620399545, -83.62761442923544, -311.1677092915753
29.618658674225003, -87.12089528493198, -186.22918473197512
30.961275259238022, 44.79811332741431, -432.64463178723054
29.18305431306345, 41.30483247171776, -307.7061072276304
27.40483336688891, 37.811551616021234, -182.76758266803023
-208.86000000000013, -447.86624999999964, -212.07500000000164
-205.87928683883564, -446.8110340758078, -87.11499892604112
-202.89857367767112, -445.755818151616, 37.84500214791939
-210.19803089228526, -322.87760236955296, -213.098541324689
-207.21731773112074, -321.82238644536113, -88.1385402507285
-204.23660456995623, -320.7671705211693, 36.82146082323203
-211.53606178457036, -197.88895473910625, -214.12208264937638
-208.55534862340588, -196.83373881491443, -89.16208157541587
-205.57463546224136, -195.7785228907226, 35.797919498544644
-83.9027072060933, -446.5530543308841, -215.06673774794427
-80.9219940449288, -445.49783840669227, -90.10673667398376
-77.9412808837643, -444.44262248250044, 34.85326439997675
-85.24073809837842, -321.5644067004374, -216.09027907263166
-82.26002493721391, -320.5091907762456, -91.13027799867113
-79.27931177604941, -319.45397485205376, 33.829723075289394
-86.57876899066353, -196.5757590699907, -217.11382039731902
-83.59805582949903, -195.52054314579888, -92.1538193233585
-80.61734266833454, -194.46532722160705, 32.80618175060201
41.054585587813534, -445.23985866176855, -218.0584754958869
44.03529874897802, -444.1846427375767, -93.0984744219264
47.01601191014254, -443.1294268133849, 31.861526652034115
39.71655469552843, -320.2512110313219, -219.0820168205743
42.69726785669292, -319.19599510713005, -94.12201574661377
45.677981017857434, -318.1407791829382, 30.837985327346757
38.3785238032433, -195.26256340087517, -220.10555814526165
41.359236964407785, -194.20734747668334, -95.14555707130114
44.3399501255723, -193.1521315524915, 29.81444400265937
-207.76375000000002, -452.885, -452.41499999999996
-207.36296830402247, -451.3399882952886, -327.42519116398137
-206.96218660804496, -449.7949765905772, -202.43538232796283
-204.51431234217, -327.93691720825825, -453.9699152954137
-204.1135306461925, -326.39190550354687, -328.98010645939513
-203.71274895021494, -324.8468937988355, -203.9902976233766
-201.26487468434, -202.9888344165165, -455.5248305908275
-200.86409298836247, -201.44382271180513, -330.5350217548089
-200.46331129238493, -199.8988110070937, -205.54521291879033
-82.8066352408154, -456.1391581861274, -452.77545188252265
-82.40585354483787, -454.59414648141603, -327.78564304650405
-82.00507184886034, -453.04913477670465, -202.7958342104855
-79.5571975829854, -331.1910753943857, -454.3303671779364
-79.15641588700785, -329.6460636896743, -329.3405583419178
-78.75563419103034, -328.1010519849629, -204.35074950589924
-76.30775992515538, -206.24299260264394, -455.8852824733501
-75.90697822917784, -204.69798089793255, -330.8954736373316
-75.50619653320032, -203.15296919322114, -205.905664801313
42.150479518369224, -459.39331637225484, -453.13590376504527
42.551261214346766, -457.84830466754346, -328.14609492902673
42.95204291032428, -456.3032929628321, -203.15628609300816
45.39991717619924, -334.4452335805131, -454.69081906045903
45.80069887217678, -332.9002218758017, -329.7010102244405
